route_type (frontend/backend/api),method,path,file_source,handler_or_component,auth_required,currently_used (yes/no/unknown),duplicate_or_overlap,related_feature,delete_candidate,confidence,notes
api,GET,/api/analysis/receipts-truth/modifiers,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,POST,/api/analysis/receipts-truth/ingredients/rebuild,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,GET,/api/analysis/receipts-truth/ingredients,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,GET,/api/analysis/ingredients-truth,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,POST,/api/analysis/receipts-truth/aggregates/rebuild,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,GET,/api/analysis/receipts-truth/aggregates,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,GET,/api/analysis/receipts-truth/category-mappings,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,POST,/api/analysis/receipts-truth/category-mappings,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,POST,/api/analysis/receipts-truth/modifiers-effective/rebuild,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,GET,/api/analysis/receipts-truth/modifiers-effective,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,POST,/api/analysis/receipts-truth/daily-usage/rebuild,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,GET,/api/analysis/receipts-truth/daily-usage,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,GET,/api/analysis/build-status,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,POST,/api/analysis/ingredient-usage/rebuild,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,GET,/api/analysis/ingredient-usage,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,GET,/api/analysis/modifier-rules,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,POST,/api/analysis/modifier-rules,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,GET,/api/analysis/:date,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,GET,/api/analysis/snapshot/:id,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,GET,/api/analysis/search,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,GET,/api/analysis/latest,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,GET,/api/analysis/:id,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,POST,/api/expensesV2/legacy,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,GET,/api/expensesV2,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,GET,/api/ingredients/search,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,GET,/api/reports/sales-summary,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,GET,/api/reports/financial-overview,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,GET,/api/reports/performance-metrics,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,POST,/api/sync-supplier-csv,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,GET,/api/ingredients/by-category,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,POST,/api/daily-shift-forms,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,POST,/api/daily-stock-sales/draft,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,GET,/api/daily-stock-sales,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,DELETE,/api/daily-stock-sales/:id/soft,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,GET,/api/daily-stock-sales/archived,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,POST,/api/daily-stock-sales/:id/restore,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,POST,/api/daily-stock-sales,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,POST,/api/lodge-stock,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,GET,/api/daily-stock-sales/search,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,GET,/api/shopping-lists,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,GET,/api/food-costings,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
backend,POST,/submit-form,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,GET,/api/system/status,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,POST,/api/expensesV2,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,POST,/api/expensesV2/upload,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,POST,/api/expensesV2/approve,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,POST,/api/expensesV2/stock,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,GET,/api/analysis/stock-review/purchase-history,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,PUT,/api/expensesV2/stock/:id,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,PUT,/api/expensesV2/:id,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,DELETE,/api/expensesV2/:id,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,GET,/api/expensesV2/month-to-date,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,GET,/api/expensesV2/by-category,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,GET,/api/expensesV2/totals,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,GET,/api/expense-suppliers,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,POST,/api/expense-suppliers,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,GET,/api/expense-categories,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,POST,/api/expense-categories,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,GET,/api/bank-statements,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,POST,/api/bank-statements,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,GET,/api/ingredients,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,GET,/api/ingredients/print,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,PUT,/api/ingredients/:id,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,POST,/api/ingredients/sync-csv,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,POST,/api/daily-sales,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,GET,/api/forms,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,GET,/api/forms/:id,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,POST,/api/forms/:id/email,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,GET,/api/items,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,GET,/api/admin/menu-canonical/status,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,POST,/api/admin/menu-canonical/load,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,GET,/api/admin/menu-canonical/drift,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,GET,/api/pos/sync-status,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,POST,/api/pos/sync,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,GET,/api/analytics/latest,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,POST,/api/analytics/process,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,GET,/api/jussi/status,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,POST,/api/jussi/generate,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,GET,/api/jussi/latest,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,GET,/api/receipts/recent,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,POST,/api/recipes,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,POST,/api/recipes/save-with-photo,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,GET,/api/recipes/:id,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,PUT,/api/recipes/:id,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,POST,/api/ingredients,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,GET,/api/items/:id/waste-history,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,GET,/api/suppliers/makro/prices,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,GET,/api/library/daily-sales,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,POST,/api/ingredients/upload,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,POST,/api/shopping-list/regenerate,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,GET,/api/shopping-list/:date?,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,GET,/api/shopping-list/:id/estimate,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,GET,/api/shopping-list/:id,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,POST,/api/ops/jussi/compare-shift,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,POST,/api/acc/jane/reconcile-day,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,GET,/api/operations/variance,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,POST,/api/ai/recipe-description,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,POST,/api/menu/publish,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,GET,/api/forms/library,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,POST,/api/forms/daily-sales/v3,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,POST,/api/dev/daily-sales-v2/:id/repair-merge,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,GET,/api/daily-sales-v2/latest-proof,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,POST,/api/ingredients/upload-csv,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,GET,/api/ingredients/shopping-list/:date,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,GET,/api/manager-checklist/questions,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,POST,/api/manager-checklist/questions,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,DELETE,/api/manager-checklist/questions/:id,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,GET,/api/manager-checklist/nightly,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,GET,/api/manager-checklist/status,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,POST,/api/manager-checklist/submit,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,POST,/api/manager-checklist/seed,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,POST,/api/upload/image,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,GET,/api/snapshots,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,GET,/api/snapshots/:id,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,GET,/api/jussi/latest-comparison,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,GET,/api/snapshots/:id/items,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,GET,/api/dashboard/latest,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,POST,/api/snapshots/create,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,GET,/api/snapshots/:id/comparison,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,POST,/api/snapshots/:id/recompute,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,POST,/api/shift-sales,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,GET,/api/shift-sales/:id,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,GET,/api/shift-sales/date/:date,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,PATCH,/api/shift-sales/:id/status,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,GET,/api/operations/stats,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,GET,/api/download/architecture-report,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,GET,/api/download/ground-zero-schema,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,GET,/api/shift-reports/balance-review,server/routes.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
backend,GET,/tablet-reload,server/index.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
backend,GET,/tablet-nuclear,server/index.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,GET,/api/daily-stock/:salesFormId,server/index.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,POST,/api/daily-sales,server/index.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,GET,/api/daily-sales,server/index.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,GET,/api/ingredients,server/index.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
backend,POST,/chat/:agent,server/index.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
backend,GET,/env,server/index.ts,inline app handler,unknown,unknown,,inline route family,unknown,VERIFIED,direct app.METHOD in file
api,GET,/api/stock-review/manual-ledger/,server/routes/stockReviewManual.ts,stockReviewManual,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/stock-review/manual-ledger
api,POST,/api/stock-review/manual-ledger/,server/routes/stockReviewManual.ts,stockReviewManual,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/stock-review/manual-ledger
api,GET,/api/stock-review/manual-ledger/export.csv,server/routes/stockReviewManual.ts,stockReviewManual,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/stock-review/manual-ledger
api,GET,/api/stock-review/manual-ledger/health,server/routes/stockReviewManual.ts,stockReviewManual,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/stock-review/manual-ledger
api,POST,/api/stock-review/manual-ledger/refresh-meat,server/routes/stockReviewManual.ts,stockReviewManual,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/stock-review/manual-ledger
api,POST,/api/stock-review/manual-ledger/refresh-rolls,server/routes/stockReviewManual.ts,stockReviewManual,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/stock-review/manual-ledger
api,POST,/api/stock-review/manual-ledger/save,server/routes/stockReviewManual.ts,stockReviewManual,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/stock-review/manual-ledger
api,GET,/api/stock-review/rolls,server/api/stockReview.ts,stockReviewRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/stock-review
api,GET,/api/receipts/shift/burgers/ping,server/routes/receiptsBurgers.ts,receiptsBurgers,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/receipts
api,GET,/api/receipts/shift/burgers,server/routes/receiptsBurgers.ts,receiptsBurgers,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/receipts
api,POST,/api/receipts/shift/burgers/rebuild,server/routes/receiptsBurgers.ts,receiptsBurgers,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/receipts
api,GET,/api/receipts/debug/items,server/routes/receiptsDebug.ts,receiptsDebug,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/receipts
api,GET,/api/receipts/count,server/routes/receiptCount.ts,receiptCount,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/receipts
backend,GET,/internal/api/reports/item-sales,server/routes/internalReports.ts,internalReports,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /internal/api/reports
backend,GET,/internal/api/reports/modifier-sales,server/routes/internalReports.ts,internalReports,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /internal/api/reports
backend,GET,/internal/api/reports/category-totals,server/routes/internalReports.ts,internalReports,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /internal/api/reports
api,POST,/api/loyverse/sync,server/routes/loyverseSync.ts,loyverseSync,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/loyverse
api,GET,/api/loyverse/shift-report,server/routes/loyverseShiftReport.ts,loyverseShiftReportRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/loyverse
api,POST,/api/shift-report/generate,server/routes/shiftReportRoutes.ts,shiftReportRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/shift-report
api,GET,/api/shift-report/latest,server/routes/shiftReportRoutes.ts,shiftReportRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/shift-report
api,GET,/api/shift-report/history,server/routes/shiftReportRoutes.ts,shiftReportRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/shift-report
api,GET,/api/shift-report/view/:id,server/routes/shiftReportRoutes.ts,shiftReportRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/shift-report
api,GET,/api/shift-report/pdf/:id,server/routes/shiftReportRoutes.ts,shiftReportRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/shift-report
api,POST,/api/purchases/import-purchases,server/routes/purchases.ts,purchasesRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/purchases
api,POST,/api/online/products/upsert-from-recipe,server/routes/onlineOrderingV2.ts,onlineOrderingV2Router,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api
api,POST,/api/online/products/unpublish-from-recipe,server/routes/onlineOrderingV2.ts,onlineOrderingV2Router,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api
api,GET,/api/online/products,server/routes/onlineOrderingV2.ts,onlineOrderingV2Router,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api
api,GET,/api/online/products/catalog,server/routes/onlineOrderingV2.ts,onlineOrderingV2Router,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api
api,PATCH,/api/online/products/:id,server/routes/onlineOrderingV2.ts,onlineOrderingV2Router,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api
api,POST,/api/online/orders,server/routes/onlineOrderingV2.ts,onlineOrderingV2Router,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api
api,GET,/api/online/orders,server/routes/onlineOrderingV2.ts,onlineOrderingV2Router,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api
api,PATCH,/api/online/orders/:id/status,server/routes/onlineOrderingV2.ts,onlineOrderingV2Router,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api
api,GET,/api/ordering/menu,server/routes/onlineOrderingV2.ts,onlineOrderingV2Router,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api
api,POST,/api/ordering/orders,server/routes/onlineOrderingV2.ts,onlineOrderingV2Router,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api
api,GET,/api/ordering/orders,server/routes/onlineOrderingV2.ts,onlineOrderingV2Router,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api
api,GET,/api/online/catalog,server/routes/onlineCatalog.ts,onlineCatalogRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api
api,GET,/api/online/catalog/:id/options,server/routes/onlineCatalog.ts,onlineCatalogRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api
api,POST,/api/analysis/receipts/rebuild,server/routes/receiptBatchRoutes.ts,receiptBatchRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/analysis
api,GET,/api/analysis/receipts/summary,server/routes/receiptBatchRoutes.ts,receiptBatchRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/analysis
api,POST,/api/expenses/upload-bank,server/routes/expenses-import.ts,expensesImportRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/expenses
api,POST,/api/expenses/upload-partner,server/routes/expenses-import.ts,expensesImportRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/expenses
api,GET,/api/expenses/pending,server/routes/expenses-import.ts,expensesImportRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/expenses
api,PATCH,/api/expenses/:id/approve,server/routes/expenses-import.ts,expensesImportRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/expenses
api,PATCH,/api/expenses/:id/reject,server/routes/expenses-import.ts,expensesImportRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/expenses
api,PATCH,/api/expenses/batch-approve,server/routes/expenses-import.ts,expensesImportRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/expenses
api,PATCH,/api/expenses/batch-reject,server/routes/expenses-import.ts,expensesImportRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/expenses
api,GET,/api/expenses/defaults,server/routes/expenses-import.ts,expensesImportRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/expenses
api,GET,/api/expenses/defaults/:supplier,server/routes/expenses-import.ts,expensesImportRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/expenses
api,POST,/api/expenses/defaults,server/routes/expenses-import.ts,expensesImportRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/expenses
api,GET,/api/balance/pos,server/routes/balance.ts,balanceRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/balance
api,GET,/api/balance/forms,server/routes/balance.ts,balanceRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/balance
api,GET,/api/balance/combined,server/routes/balance.ts,balanceRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/balance
api,GET,/api/ingredients/legacy/,server/routes/ingredients-legacy.ts,legacyIngredientsRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/ingredients/legacy
